ProjectNumber,BudgetYear,CostType,CostAmount
6438,2012,Labor,20.02
6439,2010,Labor,252.04
6439,2010,Material,230564.99
6439,2011,Labor,36.17
6440,2010,Labor,252.04
6440,2010,Material,282679.5
6440,2011,Labor,94.93
6441,2010,Labor,252.04
6441,2010,Material,874118.1
6441,2011,Labor,37.96
6441,2012,Labor,125.17
6441,2012,Material,436953.75
6441,2013,Labor,21.25
6441,2015,Material,63046.25
6442,2010,Labor,252.04
6442,2010,Material,72846
6442,2011,Labor,510.08
6442,2011,Material,433208.71
6442,2012,Labor,165.21
6443,2011,Labor,10325.48
6443,2011,Material,27.29
6443,2012,Labor,4027.64
6443,2016,Labor,336.38
6444,2011,Labor,568.02
6444,2012,Labor,20.02
6444,2012,Material,7837
6445,2011,Labor,15708.32
6445,2011,Material,5150.4
6445,2012,Labor,18469.48
6445,2013,Labor,39817.2
6445,2013,Material,395.99
6445,2014,Labor,21963
6445,2014,Material,340.08
6445,2015,Labor,9095.46
6445,2015,Material,483.35
6445,2016,Labor,4564.04
6446,2011,Labor,42142.33
6446,2011,Material,264422.13
6446,2012,Labor,453.87
6447,2011,Material,11652.02
6447,2012,Material,1500
6447,2014,Material,4273.31
6448,2011,Labor,25802.25
6448,2011,Material,240415.39
6448,2012,Labor,182.34
6449,2011,Labor,12095.49
6449,2011,Material,56183.75
6449,2012,Labor,33627.39
6449,2012,Material,684966.38
6451,2011,Material,234.28
6451,2012,Labor,7303.86
6451,2012,Material,458
6452,2010,Material,589.92
6452,2011,Material,2733.05
6453,2011,Labor,17685.53
6453,2011,Material,222845.33
6453,2012,Labor,138823.85
6453,2012,Material,2063445.97
6453,2013,Labor,81374.23
6453,2013,Material,250240.16
6453,2014,Labor,36519.58
6453,2015,Labor,2585.57
6454,2011,Labor,324.92
6454,2011,Material,62199.66
6454,2012,Material,0
6455,2011,Labor,208.84
6455,2011,Material,9325
6455,2012,Labor,61.09
6455,2012,Material,5456
6456,2011,Material,2141.36
6457,2011,Material,14598.31
6457,2012,Labor,106.93
6457,2012,Material,21371.33
6457,2013,Material,33772.93
6457,2014,Material,16959.83
6459,2011,Material,4550.7
6460,2011,Labor,17388.77
6460,2011,Material,48174.49
6461,2011,Labor,3932.2
6461,2011,Material,69.2
6462,2011,Material,8971.65
6463,2011,Material,4387.1
6464,2011,Material,6646.24
6465,2011,Material,4873
6465,2013,Labor,2853.54
6465,2013,Material,25431.04
6465,2014,Labor,7222.1
6465,2014,Material,60157.07
6465,2015,Labor,4070.1
6465,2015,Material,54735.45
6465,2016,Labor,9741.11
6465,2016,Material,142030.52
6465,2017,Labor,7433.9
6465,2017,Material,79434.5
6465,2018,Labor,4904.67
6465,2018,Material,181004.83
6465,2019,Labor,1405.53
6465,2019,Material,33028.79
6466,2011,Material,7310.69
6467,2011,Material,6405.99
6468,2011,Material,1530.48
6469,2011,Material,5000
6470,2011,Labor,363.12
6470,2011,Material,60190.89
6470,2012,Labor,87902.75
6470,2012,Material,791850.25
6470,2013,Labor,9140.94
6470,2013,Material,38715.71
6471,2011,Labor,29940.2
6471,2011,Material,5911.65
6471,2012,Labor,98203.56
6471,2012,Material,900193.39
6471,2013,Labor,194320.56
6471,2013,Material,2180926.71
6471,2014,Labor,259471.55
6471,2014,Material,13077983.76
6471,2015,Labor,290474.41
6471,2015,Material,4577282.82
6471,2016,Labor,59661.58
6471,2016,Material,222740.1
6471,2017,Labor,23235.21
6471,2017,Material,163757.69
6472,2011,Labor,2532.55
6472,2011,Material,3606.69
6473,2011,Material,486.09
6474,2012,Labor,232.91
6474,2012,Material,9961.3
6474,2013,Material,2456.39
6474,2014,Labor,2627.22
6474,2014,Material,4500
6474,2015,Labor,6465.99
6474,2015,Material,14125.6
6474,2016,Labor,5660.94
6474,2016,Material,27055.61
6474,2017,Labor,13171.91
6474,2017,Material,154533.69
6474,2018,Labor,44116.21
6474,2018,Material,220206.17
6474,2019,Labor,35423.4
6474,2019,Material,713109.06
6475,2011,Material,1685.72
6475,2012,Labor,19077.42
6475,2012,Material,21907.37
6475,2013,Labor,2319.03
6475,2013,Material,13399.73
6475,2014,Labor,13763.01
6475,2014,Material,17530.02
6475,2015,Labor,24259.58
6475,2015,Material,72888.9
6475,2016,Labor,25284.58
6475,2016,Material,106985.47
6475,2017,Labor,14964.47
6475,2017,Material,121977.75
6475,2018,Labor,47394.02
6475,2018,Material,208818.13
6475,2019,Labor,71123.44
6475,2019,Material,112754.48
6476,2011,Material,7824.87
6476,2012,Labor,376
6476,2012,Material,19272.5
6476,2013,Labor,2168.87
6476,2013,Material,19700.1
6476,2014,Labor,2034.08
6476,2014,Material,29904.19
6476,2015,Labor,163.78
6476,2015,Material,30971.16
6477,2011,Labor,137644.57
6477,2011,Material,3127899.8
6477,2012,Labor,161651.31
6477,2012,Material,2859258.35
6477,2013,Labor,4477.42
6478,2011,Labor,4485.11
6478,2011,Material,51686.29
6479,2011,Labor,37525.18
6479,2011,Material,249979.47
6479,2012,Labor,16389.28
6479,2012,Material,9926.92
6480,2011,Labor,29784.34
6480,2011,Material,77335.18
6480,2012,Labor,14705.26
6480,2012,Material,115558.66
6480,2013,Labor,577.47
6481,2011,Labor,9254.35
6481,2011,Material,17200.15
6482,2011,Labor,23526.07
6482,2011,Material,93253.35
6482,2012,Labor,138575.84
6482,2012,Material,1818986.19
6482,2013,Labor,234817.13
6482,2013,Material,4803990.85
6482,2014,Labor,26004.57
6482,2014,Material,68647
6483,2011,Labor,8438.16
6483,2011,Material,19907.34
6483,2012,Labor,3436.53
6483,2012,Material,17025.96
6483,2013,Labor,48855.35
6483,2013,Material,45529.1
6483,2014,Labor,125686.92
6483,2014,Material,271577.49
6483,2015,Labor,156561.19
6483,2015,Material,225630.85
6483,2016,Labor,268478.95
6483,2016,Material,602494.02
6483,2017,Labor,421556.76
6483,2017,Material,1848174.72
6483,2018,Labor,608608.84
6483,2018,Material,5970317.98
6483,2019,Labor,321100.94
6483,2019,Material,2045400.5
6484,2011,Labor,8994.13
6484,2012,Labor,19820.91
6484,2013,Labor,17850.22
6484,2014,Labor,9187.29
6484,2015,Labor,5946.02
6484,2016,Labor,12511.23
6484,2017,Labor,9032.76
6484,2018,Labor,9756.81
6484,2019,Labor,3995.78
6485,2011,Labor,18097.15
6485,2011,Material,8400
6485,2012,Labor,50963.96
6485,2012,Material,364192.68
6485,2013,Labor,3575.32
6486,2014,Material,44391
6486,2015,Material,50621
6487,2011,Material,11740.2
6487,2013,Material,31767.44
6488,2011,Material,664.13
6488,2012,Labor,25690.26
6488,2012,Material,313043.26
6489,2011,Labor,6228.43
6489,2011,Material,69.4
6489,2012,Labor,0
6490,2011,Labor,1795.29
6490,2011,Material,481.45
6490,2014,Labor,116.89
6491,2012,Labor,22177.89
6491,2012,Material,67447.5
6491,2013,Labor,20273.09
6491,2013,Material,32737.27
6491,2014,Labor,35421
6491,2014,Material,264.58
6491,2015,Labor,198741.27
6491,2015,Material,1877997.85
6491,2016,Labor,300230.88
6491,2016,Material,4251690.71
6491,2017,Labor,58017.91
6491,2017,Material,316415.97
6491,2018,Labor,63.96
6491,2018,Material,100
6492,2011,Labor,18056.94
6492,2012,Labor,2428.4
6492,2013,Labor,161.54
6492,2014,Labor,1838.63
6492,2014,Material,3374.21
6492,2015,Labor,43.35
6492,2015,Material,13221.66
6493,2011,Labor,1039
6493,2014,Labor,20643.72
6493,2014,Material,70556.29
6493,2015,Labor,3111.3
6493,2015,Material,66.7
6493,2016,Labor,19203.26
6493,2016,Material,1520
6493,2017,Labor,56503.22
6493,2017,Material,242303.36
6493,2018,Labor,185675.46
6493,2018,Material,2190161.2
6493,2019,Labor,190077.89
6493,2019,Material,13068182.09
6494,2011,Labor,1512.62
6494,2011,Material,12.8
6495,2011,Labor,23054.99
6495,2011,Material,44
6495,2012,Labor,61494.57
6495,2012,Material,796563.05
6495,2013,Labor,2808.42
6496,2011,Labor,2218.08
6496,2011,Material,15520
6496,2012,Labor,2879.45
6496,2012,Material,3704.03
6496,2013,Labor,47665.42
6496,2013,Material,86697.01
6496,2014,Labor,83670.73
6496,2014,Material,49147.72
6496,2015,Labor,72390.34
6496,2015,Material,1821872.4
6496,2016,Labor,4217.65
6496,2016,Material,6230.17
6497,2011,Labor,4350.44
6497,2011,Material,66
6497,2012,Labor,350.34
6497,2013,Labor,1099.18
6497,2014,Labor,25.38
6498,2011,Labor,9175.29
6498,2011,Material,10685.25
6498,2012,Labor,42616.05
6498,2012,Material,316424.13
6498,2013,Labor,38351.54
6498,2013,Material,201607.31
6498,2014,Labor,9317.55
6498,2014,Material,44007
6498,2015,Labor,388.08
6498,2015,Material,3573.67
6499,2011,Labor,4429
6499,2011,Material,42998.56
6499,2012,Labor,4070.49
6499,2012,Material,9513.93
6500,2011,Labor,50556.57
6500,2011,Material,34464.99
6500,2012,Labor,47634.49
6500,2012,Material,35062.22
6501,2011,Labor,2871.82
6501,2011,Material,9727.93
6502,2011,Labor,30910.02
6502,2011,Material,15643.02
6503,2011,Labor,16745.07
6503,2012,Labor,7021.71
6503,2012,Material,144195.9
6503,2013,Labor,336.37
6504,2011,Labor,16250.65
6504,2011,Material,298.01
6504,2012,Labor,215835.79
6504,2012,Material,156166.73
6504,2013,Labor,1249.17
6504,2013,Material,18995.65
6505,2011,Labor,510.08
6505,2011,Material,457864.58
6505,2012,Labor,61.07
6506,2011,Labor,6124.35
6506,2012,Labor,37318.73
6506,2012,Material,119064.75
6506,2013,Labor,422.72
6507,2011,Material,3161.13
6508,2011,Material,195
6508,2012,Labor,1467.14
6508,2012,Material,5428.36
6509,2011,Labor,507.34
6509,2011,Material,72902.53
6509,2012,Labor,186.03
6509,2012,Material,338821.19
6509,2013,Labor,21.89
6509,2014,Labor,22.05
6510,2011,Labor,255.04
6510,2011,Material,178934.4
6510,2012,Labor,20.02
6511,2011,Labor,409.68
6511,2011,Material,1426526
6511,2012,Labor,186.03
6512,2011,Labor,312.01
6512,2012,Labor,20.02
6512,2013,Labor,43.77
6512,2013,Material,78640.16
6513,2011,Labor,236.06
6513,2011,Material,65933
6513,2012,Labor,20.02
6514,2011,Labor,0
6515,2011,Labor,862.79
6515,2012,Labor,12731.07
6515,2012,Material,467747.41
6515,2013,Labor,905.43
6515,2014,Labor,228.62
6515,2014,Material,219679
6516,2011,Labor,0
6516,2011,Material,428462.77
6516,2012,Labor,41.05
6517,2011,Material,12528.35
6518,2011,Material,2059.98
6519,2012,Labor,41976.86
6519,2012,Material,497643.68
6519,2013,Labor,44240.54
6519,2013,Material,465095.32
6519,2014,Labor,45578.11
6519,2014,Material,40620.65
6519,2015,Labor,3998.98
6519,2015,Material,44472
6519,2016,Labor,1203.25
6520,2011,Labor,176.36
6520,2012,Labor,62.08
6520,2012,Material,163150.94
6521,2011,Labor,176.36
6521,2012,Labor,41.05
6521,2012,Material,276367.45
6521,2013,Labor,43.14
6521,2013,Material,363132.55
6521,2014,Labor,22.05
6522,2012,Labor,127.96
6522,2015,Labor,1340.55
6522,2017,Labor,1251.87
6522,2017,Material,8900.5
6522,2018,Labor,573.89
6522,2018,Material,6825.95
6522,2019,Labor,383.05
6522,2019,Material,5000
6523,2012,Labor,16999.6
6523,2012,Material,24579.7
6524,2012,Labor,4588.28
6524,2012,Material,17317.72
6524,2013,Labor,2219.58
6524,2013,Material,8407.29
6524,2014,Labor,957.38
6524,2014,Material,3932.75
6524,2015,Labor,148.26
6524,2016,Labor,301.22
6526,2011,Material,297935
6526,2012,Labor,48027.43
6526,2012,Material,1740440
6526,2013,Labor,8335.43
6526,2013,Material,208.44
6527,2011,Material,4200
6529,2012,Labor,5324.59
6529,2012,Material,186433.89
6529,2013,Labor,14041.38
6529,2013,Material,255278.38
6529,2014,Labor,9075.94
6529,2014,Material,226925.81
6529,2015,Labor,17677.13
6529,2015,Material,293392.78
6529,2016,Labor,19741.87
6529,2016,Material,195727.61
6529,2017,Labor,27676.01
6529,2017,Material,239553.36
6529,2018,Labor,27162.09
6529,2018,Material,160426.18
6529,2019,Labor,11156.81
6529,2019,Material,97769.45
6530,2012,Labor,23570.42
6530,2012,Material,18180.51
6530,2013,Labor,69530.17
6530,2013,Material,135661.92
6530,2014,Labor,107721.42
6530,2014,Material,398328.81
6530,2015,Labor,227581.05
6530,2015,Material,834450.39
6530,2016,Labor,216266.72
6530,2016,Material,1037011.86
6530,2017,Labor,154114.24
6530,2017,Material,943529.45
6530,2018,Labor,136095.11
6530,2018,Material,769504.38
6530,2019,Labor,57358.66
6530,2019,Material,519497.85
6531,2012,Labor,39373.16
6531,2012,Material,39135.05
6531,2013,Labor,10832.63
6531,2013,Material,18326.66
6531,2014,Labor,88.18
6532,2012,Labor,18000.71
6532,2012,Material,123188.81
6532,2013,Labor,25246.62
6532,2013,Material,130140.39
6532,2014,Labor,35221.92
6532,2014,Material,215824.72
6533,2012,Labor,58610.07
6533,2012,Material,12418.81
6533,2013,Labor,45290.94
6533,2013,Material,298673.19
6533,2014,Labor,533.8
6534,2012,Labor,47877.99
6534,2012,Material,11999.33
6534,2013,Labor,62376.03
6534,2013,Material,7786.7
6534,2014,Labor,10216.7
6534,2015,Labor,592.8
6535,2012,Labor,11437.96
6535,2013,Labor,44092.57
6535,2013,Material,17637.86
6535,2014,Labor,3215.35
6535,2015,Labor,152.18
6536,2012,Labor,50781.74
6536,2012,Material,236781.82
6536,2013,Labor,1390.29
6537,2012,Labor,35365.2
6537,2012,Material,131124.36
6537,2013,Labor,121833.34
6537,2013,Material,981331.77
6537,2014,Labor,245156.08
6537,2014,Material,2580007.83
6537,2015,Labor,19888.41
6537,2015,Material,73228.2
6537,2016,Labor,902.44
6538,2012,Labor,19281.02
6538,2012,Material,74.75
6539,2012,Labor,6948.79
6539,2012,Material,7161.29
6540,2012,Labor,6352.66
6540,2012,Material,623.42
6541,2012,Labor,7324.25
6541,2012,Material,481.28
6542,2012,Material,1438.85
6543,2012,Labor,707.76
6543,2012,Material,6702.68
6544,2012,Labor,27512.8
6544,2012,Material,30686.33
6544,2013,Labor,11585.19
6544,2013,Material,25372.02
6544,2014,Material,0
6545,2012,Labor,4822.55
6545,2012,Material,66
6546,2012,Labor,568.74
6546,2012,Material,2025.73
6546,2013,Labor,337.69
6547,2012,Labor,7324.83
6547,2012,Material,2104.52
6547,2013,Labor,522.46
6548,2012,Material,95.17
6549,2012,Labor,11346.53
6549,2012,Material,129271.28
6549,2013,Labor,2471.6
6549,2013,Material,954.56
6550,2012,Labor,11796.41
6550,2012,Material,121435.47
6550,2013,Labor,53275.01
6550,2013,Material,654647.44
6550,2014,Labor,28900.09
6550,2014,Material,173625.74
6550,2015,Labor,1053.01
6550,2015,Material,199.04
6551,2012,Labor,10983.13
6551,2012,Material,621.51
6552,2012,Labor,2796.41
6552,2012,Material,4.8
6552,2013,Labor,49.37
6553,2012,Labor,35786.44
6553,2012,Material,235645.65
6553,2013,Labor,25765.67
6553,2013,Material,228089.96
6553,2014,Material,1.36E-12
6554,2012,Labor,2353.74
6554,2012,Material,85154.27
6554,2013,Labor,366.38
6554,2013,Material,34630.48
6554,2014,Labor,6256.63
6554,2014,Material,47526.05
6554,2015,Labor,18161.77
6554,2015,Material,198420.51
6554,2016,Labor,27248.31
6554,2016,Material,258805.35
6554,2017,Labor,44025.78
6554,2017,Material,67363.5
6554,2018,Labor,139197.77
6554,2018,Material,2593038.02
6554,2019,Labor,12805.42
6554,2019,Material,17053.87
6555,2012,Labor,2071.76
6555,2012,Material,88075.6
6555,2013,Labor,262.18
6555,2013,Material,43133.96
6555,2014,Labor,447.84
6555,2014,Material,35609.53
6555,2015,Labor,3938.15
6555,2015,Material,55183.94
6555,2016,Labor,10505.64
6555,2016,Material,51932.49
6555,2017,Labor,6264.44
6555,2017,Material,105606.04
6555,2018,Labor,4139.19
6555,2018,Material,32071.09
6555,2019,Labor,1453.59
6555,2019,Material,16457.8
6556,2012,Labor,5898.8
6556,2012,Material,6913.85
6556,2013,Labor,37499.72
6556,2013,Material,56843.27
6556,2014,Labor,391.09
6556,2014,Material,25594
6557,2012,Labor,1527.41
6557,2012,Material,28820.01
6559,2012,Material,134529.97
6560,2012,Material,334783.31
6560,2013,Material,313695.26
6560,2014,Material,337740.01
6560,2015,Labor,256.84
6560,2015,Material,555323.65
6560,2016,Labor,109.12
6560,2016,Material,626540.92
6560,2017,Labor,3533.78
6560,2017,Material,759165.29
6560,2018,Labor,3126.07
6560,2018,Material,775507.04
6560,2019,Material,526038.55
6561,2012,Labor,15274.63
6561,2012,Material,15890.16
6561,2013,Labor,21.25
6562,2012,Labor,1283.22
6562,2012,Material,50324.04
6562,2013,Labor,827.52
6562,2013,Material,41960.61
6562,2014,Material,11076.04
6562,2015,Labor,2211.16
6562,2015,Material,42715.08
6562,2016,Labor,1575.73
6562,2016,Material,48863.66
6562,2017,Labor,446.88
6562,2017,Material,2476.39
6562,2018,Material,1604.22
6563,2012,Labor,7068.48
6563,2012,Material,4440.47
6563,2013,Labor,3309.46
6563,2013,Material,750
6564,2012,Labor,3343.72
6564,2013,Labor,6672.89
6564,2014,Labor,6765.61
6564,2015,Labor,9708.41
6564,2016,Labor,7679.05
6564,2017,Labor,2096.43
6564,2018,Labor,2561.95
6564,2019,Labor,2067.66
6565,2012,Labor,9592.47
6565,2012,Material,30993.06
6565,2013,Labor,10516.13
6565,2013,Material,55200.28
6565,2014,Material,9.09E-13
6566,2012,Labor,4147.8
6566,2012,Material,9282.18
6566,2013,Labor,19344.39
6566,2013,Material,20432.34
6566,2014,Labor,32795.35
6566,2014,Material,105855.95
6566,2015,Labor,15871.69
6566,2015,Material,95460.94
6566,2016,Labor,44471.25
6566,2016,Material,102541.76
6566,2017,Labor,56625.43
6566,2017,Material,296204.22
6566,2018,Labor,114343.64
6566,2018,Material,275573.31
6566,2019,Labor,9968.57
6566,2019,Material,41271.28
6567,2012,Labor,421.88
6567,2012,Material,1698.9
6567,2013,Labor,121.08
6567,2013,Material,7730.14
6567,2014,Labor,186.15
6567,2014,Material,8080.58
6567,2015,Labor,306.32
6567,2015,Material,10366.24
6567,2016,Labor,169.65
6568,2012,Labor,27380.55
6568,2012,Material,1322.91
6568,2013,Labor,25508.3
6568,2013,Material,689370.72
6568,2014,Labor,66.13
6569,2012,Labor,45651.29
6569,2012,Material,44925.18
6569,2013,Labor,163297.63
6569,2013,Material,170075.6
6570,2012,Labor,5038.98
6570,2014,Labor,22.05
6571,2012,Material,899.97
6571,2016,Material,1606
6572,2012,Labor,3658.84
6573,2012,Labor,2900.7
6574,2012,Labor,7421.99
6574,2012,Material,2280.92
6574,2013,Labor,3844.35
6575,2012,Labor,40.13
6575,2012,Material,27462.38
6576,2012,Material,126.54
6577,2012,Material,-5.46E-12
6577,2013,Material,1173.5
6578,2012,Labor,81687.97
6578,2012,Material,101990.12
6578,2013,Labor,50986.99
6578,2013,Material,96103.16
6578,2014,Labor,307.18
6579,2012,Labor,23019.31
6579,2012,Material,7969.39
6579,2013,Labor,23084.7
6580,2012,Labor,16888.88
6580,2012,Material,62287.11
6580,2013,Labor,34456.78
6580,2013,Material,65413.52
6580,2014,Labor,47717.42
6580,2014,Material,823295.05
6580,2015,Labor,781.68
6581,2012,Labor,9331.64
6581,2013,Labor,28911.92
6581,2013,Material,29971.64
6581,2014,Labor,52148.69
6581,2014,Material,23026.78
6581,2015,Labor,49566.72
6581,2015,Material,209949.62
6581,2016,Labor,72373.69
6581,2016,Material,182237.14
6581,2017,Labor,79258.16
6581,2017,Material,1335341.97
6581,2018,Labor,3810.97
6581,2018,Material,-50000.73
6581,2019,Labor,117.08
6582,2012,Labor,30215.35
6582,2012,Material,31940.73
6582,2013,Labor,56371.52
6582,2013,Material,662541.14
6582,2014,Labor,1369.94
6582,2014,Material,243.02
6583,2012,Labor,29334.13
6583,2012,Material,130345.4
6583,2013,Labor,3455.08
6583,2013,Material,2772.5
6584,2012,Labor,147.99
6585,2012,Labor,5463.89
6585,2012,Material,52423.8
6585,2013,Labor,9345.49
6585,2013,Material,471814.2
6585,2014,Labor,124.29
6586,2012,Labor,9449.57
6586,2012,Material,21316.66
6586,2013,Labor,21900.97
6586,2013,Material,56373.47
6586,2014,Labor,72277.1
6586,2014,Material,336776.79
6586,2015,Labor,1247.72
6587,2012,Labor,17549.79
6587,2012,Material,30661.88
6587,2013,Labor,25470.28
6587,2013,Material,120753.23
6588,2012,Labor,6377.71
6588,2012,Material,115
6588,2013,Labor,15817.77
6588,2013,Material,48808.65
6588,2014,Labor,27859.46
6588,2014,Material,128822.56
6588,2015,Labor,49050.32
6588,2015,Material,318274.01
6588,2016,Labor,1163.65
6588,2017,Labor,175.92
6589,2012,Labor,163.29
6589,2012,Material,15.14
6589,2013,Labor,54.43
6590,2013,Labor,20817.94
6590,2013,Material,63836.53
6590,2014,Labor,44408.52
6590,2014,Material,228802.38
6590,2015,Labor,758.58
6591,2013,Labor,19033.99
6591,2013,Material,124140.42
6591,2014,Labor,32935.08
6591,2014,Material,354560.39
6591,2015,Labor,2384.71
6592,2012,Labor,60.93
6592,2012,Material,7470
6592,2013,Labor,24150.73
6592,2013,Material,260091.91
6592,2014,Labor,988.03
6593,2012,Labor,60.93
6593,2013,Labor,11530.07
6593,2013,Material,20050.77
6593,2014,Labor,25770.44
6593,2014,Material,30.25
6593,2015,Labor,25231.83
6593,2015,Material,86567.63
6593,2016,Labor,18190.94
6593,2016,Material,399512.2
6593,2017,Labor,1084.63
6593,2017,Material,1370.8
6594,2013,Labor,26961.13
6594,2013,Material,271719.65
6594,2014,Labor,37228.43
6594,2014,Material,579421.98
6594,2015,Material,33356.44
6594,2016,Material,500
6595,2012,Labor,3273.25
6595,2013,Labor,16388.79
6595,2013,Material,11996.84
6595,2015,Labor,1247.15
6595,2017,Labor,569.95
6595,2018,Labor,13819.19
6595,2018,Material,13014.68
6595,2019,Labor,39705.38
6595,2019,Material,32845.74
6596,2012,Labor,379.18
6596,2013,Labor,3410.82
6597,2012,Labor,687.04
6597,2013,Labor,842.22
6597,2013,Material,1628713.98
6597,2014,Labor,280.81
6597,2014,Material,487802.12
6597,2015,Labor,248.23
6598,2012,Labor,175.17
6598,2013,Labor,1417.71
6598,2013,Material,51269.03
6598,2014,Labor,626.7
6598,2014,Material,416200.81
6599,2012,Labor,309.64
6599,2012,Material,67744.57
6599,2013,Labor,63.75
6599,2014,Labor,22.05
6599,2015,Material,70317.1
6600,2012,Labor,357.22
6600,2012,Material,231828.43
6600,2013,Labor,198.24
6601,2012,Labor,1127.13
6601,2012,Material,105
6601,2013,Labor,3250.53
6601,2013,Material,2324.5
6601,2014,Labor,79.92
6602,2013,Labor,34079.92
6602,2013,Material,106806.65
6602,2014,Labor,22429.62
6602,2014,Material,242383.57
6602,2015,Labor,55971.32
6602,2015,Material,644339.45
6602,2016,Labor,11636.7
6603,2012,Material,76750
6603,2013,Labor,1569.76
6603,2013,Material,2462446.86
6604,2012,Labor,939.87
6604,2013,Labor,13118.48
6604,2014,Labor,1632.8
6604,2015,Labor,4121.86
6604,2016,Labor,11799.69
6604,2017,Labor,1567.35
6604,2018,Labor,1436.14
6604,2019,Labor,2496.08
6605,2012,Labor,662.17
6605,2013,Labor,3789.37
6605,2014,Labor,741.23
6606,2013,Labor,5879.48
6606,2013,Material,57
6606,2014,Material,0
6606,2016,Labor,1203.26
6607,2013,Labor,80161.85
6607,2013,Material,3338.92
6607,2014,Labor,108505.47
6607,2014,Material,2298567.43
6607,2015,Labor,3401.13
6607,2015,Material,11600
6609,2013,Labor,52895.5
6609,2013,Material,8484.96
6609,2014,Labor,70577.43
6609,2014,Material,231827.27
6609,2015,Labor,395.93
6610,2012,Labor,238.55
6610,2013,Labor,36937.66
6610,2013,Material,173860.9
6610,2014,Labor,15205.22
6610,2014,Material,51798.88
6611,2013,Labor,8720.96
6611,2013,Material,47720.47
6611,2014,Labor,155951.04
6611,2014,Material,501487.16
6611,2015,Labor,78755.54
6611,2015,Material,311814.92
6611,2016,Labor,13178.06
6611,2016,Material,199154.61
6611,2017,Labor,6351.6
6611,2017,Material,91560.3
6611,2018,Labor,3148.81
6611,2018,Material,76963.72
6611,2019,Labor,565.1
6612,2013,Labor,14181.21
6612,2013,Material,256696.86
6613,2013,Labor,32718.76
6613,2013,Material,78378.51
6613,2014,Labor,26772.45
6613,2014,Material,213568.74
6614,2013,Labor,8546.64
6614,2013,Material,2417.5
6614,2014,Material,0
6615,2013,Labor,3947.34
6615,2013,Material,276
6615,2014,Labor,25.36
6617,2013,Labor,2131.75
6618,2013,Labor,493.7
6619,2013,Labor,1552.1
6619,2013,Material,7778.46
6619,2014,Labor,845.48
6619,2014,Material,3853.16
6619,2015,Labor,985.31
6619,2015,Material,5551.18
6619,2016,Labor,1583.33
6619,2016,Material,1822.74
6619,2017,Labor,247.4
6619,2017,Material,450.2
6619,2018,Material,488
6620,2014,Labor,14534.84
6620,2014,Material,2905.46
6620,2015,Labor,10745.34
6620,2015,Material,2901.6
6620,2016,Labor,38.25
6621,2013,Labor,641.81
6626,2013,Labor,888.66
6627,2013,Labor,11363.57
6627,2013,Material,6572.5
6627,2014,Labor,30097.83
6627,2014,Material,192574.89
6627,2015,Labor,176143.22
6627,2015,Material,633263.01
6627,2016,Labor,74686.09
6627,2016,Material,409979.89
6627,2017,Labor,105524.89
6627,2017,Material,2493155.85
6627,2018,Labor,59463.24
6627,2018,Material,634378.27
6627,2019,Labor,4994.81
6628,2013,Labor,26578.79
6628,2013,Material,65998.27
6628,2014,Labor,78050.13
6628,2014,Material,321493.29
6629,2013,Labor,4027.63
6629,2013,Material,199344.02
6629,2014,Labor,292761.75
6629,2014,Material,3841994.98
6629,2015,Labor,407329.15
6629,2015,Material,9587817.24
6629,2016,Labor,183660.17
6629,2016,Material,1564673.12
6629,2017,Labor,22919.65
6629,2017,Material,1000
6629,2018,Material,-250
6630,2013,Labor,4448.25
6630,2014,Labor,9827.16
6630,2015,Labor,3616.88
6630,2015,Material,4489
6630,2016,Labor,740.83
6630,2017,Labor,13742.59
6630,2017,Material,9714.14
6630,2018,Labor,279.91
6630,2018,Material,-268
6631,2013,Material,1386
6631,2014,Labor,9180.35
6631,2014,Material,67249.53
6631,2015,Labor,43550.74
6631,2015,Material,348894.05
6631,2016,Labor,88114.49
6631,2016,Material,1359839.23
6631,2017,Labor,109640.04
6631,2017,Material,1016108.16
6631,2018,Labor,9305.14
6631,2018,Material,367838.83
6632,2013,Material,48875.83
6632,2014,Material,55217.49
6632,2015,Material,79161.97
6632,2016,Material,96292.67
6632,2017,Material,119056.97
6632,2018,Labor,216.3
6632,2018,Material,64128.61
6632,2019,Material,4330
6633,2013,Labor,16570.49
6633,2013,Material,205530.69
6633,2014,Labor,11675.88
6633,2014,Material,130059.5
6634,2013,Labor,8067.83
6634,2013,Material,15063
6634,2014,Labor,38427.91
6634,2014,Material,112407.56
6634,2015,Labor,862.15
6634,2015,Material,0
6635,2013,Labor,4830.35
6635,2013,Material,10458.59
6635,2014,Labor,14259.43
6635,2014,Material,103219.79
6635,2015,Labor,32439.21
6635,2015,Material,418118.48
6635,2016,Labor,5269.49
6636,2013,Labor,15536.8
6636,2013,Material,477.7
6636,2014,Labor,22632.13
6636,2014,Material,184733.34
6636,2015,Labor,194.23
6637,2013,Labor,3599.55
6637,2013,Material,10282.58
6637,2014,Labor,3607.19
6637,2014,Material,1756.77
6637,2015,Labor,117444.93
6637,2015,Material,132376.07
6637,2016,Labor,11245.05
6637,2016,Material,18981.08
6637,2017,Labor,22693.93
6637,2017,Material,13593.29
6637,2018,Labor,19543.68
6637,2018,Material,12170.27
6638,2013,Labor,14218.19
6638,2013,Material,239179.49
6638,2014,Labor,181638.58
6638,2014,Material,198915.22
6638,2015,Labor,66895.02
